Unnamed: 0,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
247,36,0,1302,6,4,1,80,4,2,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
248,40,0,1151,9,5,4,63,2,2,4,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
249,49,0,1023,2,3,4,63,2,2,2,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
250,39,0,439,9,3,3,70,3,2,2,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
251,41,0,427,10,4,2,73,2,5,4,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
252,52,0,771,2,4,1,79,2,5,3,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
253,31,0,655,7,4,4,48,3,2,4,5915,9528,3,0,22,4,4,1,10,3,2,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
254,40,0,369,8,2,2,92,3,2,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
255,30,0,1275,28,2,4,64,3,2,4,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
256,29,0,1283,23,3,4,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
257,58,1,289,2,3,4,51,3,1,3,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
258,40,0,1469,9,4,4,35,3,1,2,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
259,43,0,1291,15,2,3,65,2,4,3,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
260,37,0,342,16,4,4,66,2,2,3,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
261,30,0,1465,1,3,4,63,3,1,2,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
262,30,0,990,7,3,3,64,3,1,3,1274,7152,1,0,13,3,2,2,1,2,2,1,0,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
263,34,0,653,10,4,4,92,2,2,3,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
264,33,0,1111,5,1,2,61,3,2,4,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
265,49,0,527,8,2,1,51,3,3,2,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
266,50,0,854,1,4,4,68,3,5,4,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
267,30,0,1398,22,4,3,69,3,3,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
268,35,0,138,2,3,2,37,3,2,2,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
269,47,0,543,2,4,3,87,3,2,2,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
270,35,0,1214,1,3,2,30,2,1,3,2859,26278,1,0,18,3,1,0,6,3,3,6,4,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
271,49,0,1064,2,1,2,42,3,5,4,19161,13738,3,0,15,3,4,0,28,3,3,5,4,4,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
272,43,0,990,27,3,4,87,4,1,2,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
273,34,1,658,7,3,1,66,1,2,3,6074,22887,1,1,24,4,4,0,9,3,3,9,7,0,6,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
274,30,0,979,15,2,3,94,2,3,1,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
275,31,0,1112,5,4,1,67,3,2,4,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
276,46,0,991,1,2,4,44,3,1,1,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
277,43,0,177,8,3,1,55,3,2,2,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
278,39,0,792,1,3,4,77,3,2,4,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
279,41,0,918,6,3,4,35,3,3,3,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
280,52,0,715,19,4,4,41,3,1,4,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
281,30,0,641,25,2,4,85,3,2,3,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
282,48,0,1108,15,4,3,65,3,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
283,29,0,441,8,1,3,39,1,2,1,9715,7288,3,0,13,3,3,1,9,3,3,7,7,0,7,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
284,49,0,1091,1,2,3,90,2,4,3,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
285,35,0,287,1,4,3,62,1,1,4,2977,8952,1,0,12,3,4,1,4,5,3,4,3,1,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
286,28,0,467,7,3,3,55,3,2,1,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
287,32,0,1184,1,3,3,70,2,1,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
288,31,0,480,7,2,2,31,3,2,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
289,34,0,304,2,3,4,60,3,2,4,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
290,34,0,167,8,5,2,32,3,2,1,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
291,50,0,1322,28,3,4,43,3,4,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
292,37,0,1225,10,2,4,80,4,1,4,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
293,47,0,249,2,2,3,35,3,2,4,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
